Name		Guthling	: {	1	:{
43	: ?	HURRICANE	?.		
45	: ?	PSYCHO SHIFT	?.		
50	: ?	BRAVE BIRD	?.		}.}.
Name		Armafalcon	: {	280	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
1	: ?	PSYCHO CUT	?.		
1	: ?	GUST	?.		
1	: ?	AGILITY	?.		
7	: ?	STORED POWER	?.		
14	: ?	PLUCK	?.		
19	: ?	MIRACLE EYE	?.		
24	: ?	EXTRASENSORY	?.		
28	: ?	FEATHER DANCE	?.		
32	: ?	PSYCHIC	?.		
36	: ?	ROOST	?.		
40	: ?	HURRICANE	?.		
43	: ?	PSYCHO SHIFT	?.		
48	: ?	SKY ATTACK	?.		
51	: ?	BRAVE BIRD	?.		}.}.
Name		Ungodling	: {	281	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
6	: ?	ROCK SMASH	?.		
9	: ?	GUST	?.		
14	: ?	BULK UP	?.		
16	: ?	DOUBLE KICK	?.		
22	: ?	FOCUS ENERGY	?.		
25	: ?	WING ATTACK	?.		
29	: ?	JUMP KICK	?.		
32	: ?	TAILWIND	?.		
35	: ?	HURRICANE	?.		
40	: ?	FLYING PRESS	?.		
44	: ?	BRAVE BIRD	?.		}.}.
Name		Ungodbird	: {	282	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
1	: ?	ROCK SMASH	?.		
4	: ?	GUST	?.		
8	: ?	BULK UP	?.		
11	: ?	STORED POWER	?.		
18	: ?	DOUBLE KICK	?.		
21	: ?	FOCUS ENERGY	?.		
24	: ?	WING ATTACK	?.		
28	: ?	FINAL GAMBIT	?.		
32	: ?	JUMP KICK	?.		
37	: ?	TAILWIND	?.		
43	: ?	HURRICANE	?.		
45	: ?	FLYING PRESS	?.		
50	: ?	BRAVE BIRD	?.		}.}.
Name		Ungodgeon	: {	283	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
1	: ?	CLOSE COMBAT	?.		
1	: ?	GUST	?.		
1	: ?	BULK UP	?.		
7	: ?	STORED POWER	?.		
14	: ?	DOUBLE KICK	?.		
19	: ?	FOCUS ENERGY	?.		
24	: ?	WING ATTACK	?.		
28	: ?	FINAL GAMBIT	?.		
32	: ?	JUMP KICK	?.		
36	: ?	HURRICANE	?.		
40	: ?	TAILWIND	?.		
43	: ?	FOCUS BLAST	?.		
48	: ?	FLYING PRESS	?.		
51	: ?	BRAVE BIRD	?.		}.}.
Name		Tumekling	: {	284	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
6	: ?	ROCK THROW	?.		
9	: ?	GUST	?.		
14	: ?	FLASH	?.		
16	: ?	ROCK TOMB	?.		
22	: ?	SANDSTORM	?.		
25	: ?	WING ATTACK	?.		
29	: ?	SAND TOMB	?.		
32	: ?	TAILWIND	?.		
35	: ?	ROCK SLIDE	?.		
40	: ?	HURRICANE	?.		
44	: ?	BRAVE BIRD	?.		}.}.
Name		Tumekbird	: {	285	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
1	: ?	ROCK THROW	?.		
4	: ?	GUST	?.		
8	: ?	FLASH	?.		
11	: ?	ROCK TOMB	?.		
18	: ?	MIRROR SHOT	?.		
21	: ?	SANDSTORM	?.		
24	: ?	WING ATTACK	?.		
28	: ?	SAND TOMB	?.		
32	: ?	TAILWIND	?.		
37	: ?	ROCK SLIDE	?.		
43	: ?	HURRICANE	?.		
45	: ?	MORNING SUN	?.		
50	: ?	BRAVE BIRD	?.		}.}.
Name		Tumekibis	: {	286	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
1	: ?	POWER GEM	?.		
1	: ?	GUST	?.		
1	: ?	ROCK POLISH	?.		
7	: ?	FLASH	?.		
14	: ?	ROCK TOMB	?.		
19	: ?	MIRROR SHOT	?.		
24	: ?	WING ATTACK	?.		
28	: ?	SAND TOMB	?.		
32	: ?	TAILWIND	?.		
36	: ?	ROCK SLIDE	?.		
40	: ?	HURRICANE	?.		
43	: ?	SKY ATTACK	?.		
48	: ?	MORNING SUN	?.		
51	: ?	BRAVE BIRD	?.		}.}.
Name		Kerrit	: {	287	:{
1	: ?	RAPID SPIN	?.		
5	: ?	FOCUS ENERGY	?.		
9	: ?	FURY ATTACK	?.		
17	: ?	CUT	?.		
22	: ?	SWORDS DANCE	?.		
27	: ?	AERIAL ACE	?.		
35	: ?	GRASS WHISTLE	?.		
38	: ?	SLASH	?.		
40	: ?	FALSE SWIPE	?.		
43	: ?	LEAF BLADE	?.		
49	: ?	ENDEAVOR	?.		
56	: ?	RAZOR WIND	?.		}.}.
Name		Snuffle	: {	288	:{
1	: ?	POUND	?.		
1	: ?	DEFENSE CURL	?.		
5	: ?	SAND ATTACK	?.		
9	: ?	FAKE TEARS	?.		
13	: ?	MUD_SLAP	?.		
18	: ?	FLAIL	?.		
23	: ?	DIG	?.		
26	: ?	TEARFUL LOOK	?.		
32	: ?	TAKE DOWN	?.		
38	: ?	HONE CLAWS	?.		
44	: ?	SANDSTORM	?.		
48	: ?	PROTECT	?.		
53	: ?	EARTHQUAKE	?.		}.}.
Name		Popoca	: {	289	:{
1	: ?	TACKLE	?.		
1	: ?	GROWL	?.		
1	: ?	FOCUS ENERGY	?.		
5	: ?	ABSORB	?.		
8	: ?	EMBER	?.		
11	: ?	GRASS WHISTLE	?.		
18	: ?	SMOKESCREEN	?.		
24	: ?	FLAME WHEEL	?.		
28	: ?	GROWTH	?.		
31	: ?	SHELL SMASH	?.		
35	: ?	SOLAR BEAM	?.		
39	: ?	SUNNY DAY	?.		
47	: ?	INFERNO	?.		}.}.
Name		Choloa	: {	290	:{
1	: ?	WITHDRAW	?.		
1	: ?	ROLLOUT	?.		
5	: ?	STRUGGLE BUG	?.		
9	: ?	SAFEGUARD	?.		
14	: ?	BUG BITE	?.		
18	: ?	ROCK SLIDE	?.		
23	: ?	STICKY WEB	?.		
27	: ?	GASTRO ACID	?.		
30	: ?	STEALTH ROCK	?.		
35	: ?	STONE EDGE	?.		
41	: ?	SHELL SMASH	?.		
49	: ?	FISSURE	?.		}.}.
Name		Durzag	: {	291	:{
1	: ?	ARM THRUST	?.		
1	: ?	FOCUS ENERGY	?.		
4	: ?	SAND ATTACK	?.		
7	: ?	FAKE OUT	?.		
12	: ?	FORCE PALM	?.		
16	: ?	KNOCK OFF	?.		
22	: ?	WHIRLWIND	?.		
28	: ?	VITAL THROW	?.		
31	: ?	BELLY DRUM	?.		
36	: ?	ENDURE	?.		
40	: ?	CLOSE COMBAT	?.		
45	: ?	WAKE UP SLAP	?.		
52	: ?	HEAVY SLAM	?.		}.}.
Name		Yakamaru	: {	292	:{
1	: ?	BUBBLE	?.		
1	: ?	LEER	?.		
6	: ?	SCARY FACE	?.		
11	: ?	TWISTER	?.		
15	: ?	BRINE	?.		
20	: ?	AQUA RING	?.		
26	: ?	DRAGON BREATH	?.		
30	: ?	HURRICANE	?.		
32	: ?	WHIRLPOOL	?.		
37	: ?	SCALD	?.		
41	: ?	DRAGON DANCE	?.		
45	: ?	RAIN DANCE	?.		
50	: ?	HYDRO PUMP	?.		}.}.
Name		Xinachto	: {	293	:{
1	: ?	ACID	?.		
1	: ?	ASTONISH	?.		
7	: ?	INGRAIN	?.		
12	: ?	CONSTRICT	?.		
15	: ?	CONFUSE RAY	?.		
23	: ?	MEGA DRAIN	?.		
27	: ?	STEALTH ROCK	?.		
30	: ?	ROCK SLIDE	?.		
34	: ?	GASTRO ACID	?.		
40	: ?	GIGA DRAIN	?.		
44	: ?	ANCIENT POWER	?.		
47	: ?	SYNTHESIS	?.		
51	: ?	EARTH POWER	?.		
54	: ?	AMNESIA	?.		
58	: ?	ENERGY BALL	?.		}.}.
Name		Chompy	: {	294	:{
1	: ?	TACKLE	?.		
1	: ?	GROWL	?.		
5	: ?	PECK	?.		
9	: ?	FEATHERDANCE	?.		
13	: ?	STOCKPILE	?.		
17	: ?	BODY SLAM	?.		
21	: ?	PLUCK	?.		
25	: ?	SCREECH	?.		
29	: ?	TAKE DOWN	?.		
33	: ?	DRILL PECK	?.		
37	: ?	ROOST	?.		
41	: ?	DOUBLE EDGE	?.		
45	: ?	SKY ATTACK	?.		}.}.
Name		Jubbly	: {	295	:{
1	: ?	SLACK OFF	?.		
1	: ?	TACKLE	?.		
1	: ?	GROWL	?.		
5	: ?	PECK	?.		
9	: ?	FEATHERDANCE	?.		
13	: ?	STOCKPILE	?.		
17	: ?	BODY SLAM	?.		
21	: ?	PLUCK	?.		
27	: ?	SCREECH	?.		
33	: ?	TAKE DOWN	?.		
39	: ?	DRILL PECK	?.		
45	: ?	ROOST	?.		
51	: ?	DOUBLE EDGE	?.		
57	: ?	SKY ATTACK	?.		}.}.
Name		Terrorbird	: {	296	:{
1	: ?	TACKLE	?.		
1	: ?	GROWL	?.		
5	: ?	PECK	?.		
9	: ?	FEATHERDANCE	?.		
13	: ?	AGILITY	?.		
17	: ?	TAKE DOWN	?.		
21	: ?	PLUCK	?.		
25	: ?	SCREECH	?.		
29	: ?	RETURN	?.		
33	: ?	DRILL PECK	?.		
37	: ?	ROOST	?.		
41	: ?	DOUBLE EDGE	?.		
45	: ?	EXTREMESPEED	?.		}.}.
Name		WarpedTerrorbird	: {	297	:{
1	: ?	GUNK SHOT	?.		
1	: ?	TACKLE	?.		
1	: ?	GROWL	?.		
5	: ?	PECK	?.		
9	: ?	ACID ARMOR	?.		
13	: ?	STOCKPILE	?.		
17	: ?	TAKE DOWN	?.		
21	: ?	PLUCK	?.		
27	: ?	SCREECH	?.		
33	: ?	FRUSTRATION	?.		
39	: ?	DRILL PECK	?.		
45	: ?	ACUPRESSURE	?.		
51	: ?	DOUBLE EDGE	?.		
57	: ?	GUNK SHOT	?.		}.}.
Name		SpiritTerrorbird	: {	298	:{
1	: ?	EXTREMESPEED	?.		
1	: ?	PLAY ROUGH	?.		
1	: ?	GROWL	?.		
5	: ?	PECK	?.		
9	: ?	FEATHERDANCE	?.		
13	: ?	AGILITY	?.		
17	: ?	FAIRY WIND	?.		
21	: ?	PLUCK	?.		
27	: ?	SCREECH	?.		
33	: ?	RETURN	?.		
39	: ?	DRILL PECK	?.		
45	: ?	ROOST	?.		
51	: ?	DOUBLE EDGE	?.		
57	: ?	EXTREMESPEED	?.		}.}.
Name		Jubster	: {	299	:{
1	: ?	SLACK OFF	?.		
1	: ?	TACKLE	?.		
1	: ?	GROWL	?.		
1	: ?	CRABHAMMER	?.		
5	: ?	BUBBLE	?.		
9	: ?	FEATHERDANCE	?.		
13	: ?	STOCKPILE	?.		
17	: ?	BODY SLAM	?.		
21	: ?	BUBBLE BEAM	?.		
27	: ?	SCREECH	?.		
33	: ?	TAKE DOWN	?.		
39	: ?	DRILL PECK	?.		
45	: ?	ROOST	?.		
51	: ?	CRABHAMMER	?.		
57	: ?	DOUBLE EDGE	?.		}.}.
Name		Juvenile_Wolf	: {	300	:{
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	BITE	?.		
11	: ?	HOWL	?.		
13	: ?	CHARM	?.		
17	: ?	SNARL	?.		
21	: ?	TAKE DOWN	?.		
25	: ?	ROAR	?.		
29	: ?	CRUNCH	?.		
33	: ?	HEX	?.		
37	: ?	SUCKER PUNCH	?.		
41	: ?	SCARY FACE	?.		
45	: ?	RETALIATE	?.		}.}.
Name		Wolf_Normal_Form	: {	301*	:{
1	: ?	THUNDER FANG	?.		
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	BITE	?.		
13	: ?	HOWL	?.		
18	: ?	WORK UP	?.		
23	: ?	SNARL	?.		
28	: ?	TAKE DOWN	?.		
33	: ?	ROAR	?.		
38	: ?	CRUNCH	?.		
43	: ?	DOUBLE EDGE	?.		
48	: ?	SUCKER PUNCH	?.		
53	: ?	SCARY FACE	?.		
56	: ?	RETALIATE	?.		}.}.
Name		Wolf_White_Form	: {	301*	:{
1	: ?	ICE FANG	?.		
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	BITE	?.		
13	: ?	HOWL	?.		
18	: ?	WORK UP	?.		
23	: ?	SNARL	?.		
28	: ?	TAKE DOWN	?.		
33	: ?	ROAR	?.		
38	: ?	CRUNCH	?.		
43	: ?	DOUBLE EDGE	?.		
48	: ?	SUCKER PUNCH	?.		
53	: ?	SCARY FACE	?.		
56	: ?	RETALIATE	?.		}.}.
Name		Wolf_Fenris_Form	: {	301*	:{
1	: ?	FIRE FANG	?.		
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	BITE	?.		
13	: ?	HOWL	?.		
18	: ?	WORK UP	?.		
23	: ?	SNARL	?.		
28	: ?	TAKE DOWN	?.		
33	: ?	ROAR	?.		
38	: ?	CRUNCH	?.		
43	: ?	DOUBLE EDGE	?.		
48	: ?	SUCKER PUNCH	?.		
53	: ?	SCARY FACE	?.		
56	: ?	RETALIATE	?.		}.}.
Name		Dire_Wolf	: {	302	:{
1	: ?	ICE FANG	?.		
1	: ?	THUNDER FANG	?.		
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	BITE	?.		
13	: ?	HOWL	?.		
18	: ?	WORK UP	?.		
23	: ?	SNARL	?.		
28	: ?	TAKE DOWN	?.		
35	: ?	ROAR	?.		
42	: ?	CRUNCH	?.		
49	: ?	DOUBLE EDGE	?.		
52	: ?	PURSUIT	?.		
56	: ?	MEAN LOOK	?.		
63	: ?	FOUL PLAY	?.		
67	: ?	RETALIATE	?.		}.}.
Name		Skoll	: {	303	:{
1	: ?	BURN UP	?.		
1	: ?	FIRE FANG	?.		
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	BITE	?.		
13	: ?	HOWL	?.		
18	: ?	WORK UP	?.		
23	: ?	SNARL	?.		
28	: ?	TAKE DOWN	?.		
35	: ?	ROAR	?.		
42	: ?	CRUNCH	?.		
49	: ?	DOUBLE EDGE	?.		
52	: ?	FLARE BLITZ	?.		
56	: ?	MEAN LOOK	?.		
63	: ?	INFERNO	?.		
67	: ?	RETALIATE	?.		}.}.
Name		Hati	: {	304	:{
1	: ?	DRACO METEOR	?.		
1	: ?	ICE FANG	?.		
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	BITE	?.		
13	: ?	HOWL	?.		
18	: ?	WORK UP	?.		
23	: ?	SNARL	?.		
28	: ?	TAKE DOWN	?.		
35	: ?	ROAR	?.		
42	: ?	CRUNCH	?.		
49	: ?	DOUBLE EDGE	?.		
52	: ?	DRAGON CLAW	?.		
56	: ?	MEAN LOOK	?.		
63	: ?	DRAGON RUSH	?.		
67	: ?	RETALIATE	?.		}.}.
Name		Fox	: {	305	:{
1	: ?	PSYCHIC FANGS	?.		
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	BITE	?.		
13	: ?	HOWL	?.		
18	: ?	WORK UP	?.		
23	: ?	SNARL	?.		
28	: ?	TAKE DOWN	?.		
33	: ?	ROAR	?.		
38	: ?	SHADOW SNEAK	?.		
43	: ?	CRUNCH	?.		
48	: ?	SUCKER PUNCH	?.		
53	: ?	NASTY PLOT	?.		
56	: ?	RETALIATE	?.		}.}.
Name		Inari	: {	306	:{
1	: ?	PSYCHIC FANGS	?.		
1	: ?	ICE FANG	?.		
1	: ?	TACKLE	?.		
5	: ?	GROWL	?.		
9	: ?	BITE	?.		
13	: ?	HOWL	?.		
18	: ?	WORK UP	?.		
23	: ?	SNARL	?.		
28	: ?	TAKE DOWN	?.		
35	: ?	ROAR	?.		
42	: ?	SHADOW SNEAK	?.		
49	: ?	CRUNCH	?.		
52	: ?	SHADOW BALL	?.		
56	: ?	NASTY PLOT	?.		
63	: ?	BLIZZARD	?.		
67	: ?	RETALIATE	?.		}.}.
Name		Spirit_Wolf	: {	307	:{
1	: ?	PSYCHIC FANGS	?.		
1	: ?	THUNDER FANG	?.		
1	: ?	DISARMING VOICE	?.		
5	: ?	GROWL	?.		
9	: ?	BITE	?.		
13	: ?	HOWL	?.		
18	: ?	WORK UP	?.		
23	: ?	DISARMING VOICE	?.		
28	: ?	TAKE DOWN	?.		
35	: ?	ROAR	?.		
42	: ?	CRUNCH	?.		
49	: ?	DOUBLE EDGE	?.		
52	: ?	PLAY ROUGH	?.		
56	: ?	DESTINY BOND	?.		
63	: ?	MOONBLAST	?.		
67	: ?	RETALIATE	?.		}.}.
Name		Helwyr	: {	308	:{
1	: ?	SCRATCH	?.		
1	: ?	AROMATHERAPY	?.		
5	: ?	CONFUSION	?.		
10	: ?	BITE	?.		
17	: ?	NATURE POWER	?.		
23	: ?	CRUNCH	?.		
30	: ?	CALM MIND	?.		
35	: ?	PSYCHIC	?.		
40	: ?	MISTY TERRAIN	?.		
45	: ?	HORN LEECH	?.		
50	: ?	PSYCHO CUT	?.		
55	: ?	PSYCHIC FANGS	?.		
60	: ?	GEOMANCY	?.		
65	: ?	PSYSTRIKE	?.		
70	: ?	ENERGY BALL	?.		}.}.
Name		Bird_Nest	: {	309	:{
1	: ?	LEER	?.		
1	: ?	EGG BOMB	?.		
10	: ?	SOFTBOILED	?.		}.}.
Name		Pigeon	: {	310	:{
1	: ?	LEER	?.		
1	: ?	GROWL	?.		
5	: ?	PECK	?.		
9	: ?	GUST	?.		
13	: ?	PAY DAY	?.		
18	: ?	WING ATTACK	?.		
23	: ?	ROOST	?.		
27	: ?	TAKE DOWN	?.		
31	: ?	ROAR	?.		
34	: ?	DOUBLE EDGE	?.		
40	: ?	HAPPY HOUR	?.		}.}.
Name		Pheasant	: {	311	:{
1	: ?	GUST	?.		
1	: ?	GROWL	?.		
5	: ?	PECK	?.		
9	: ?	ICY WIND	?.		
13	: ?	BUG BITE	?.		
18	: ?	WING ATTACK	?.		
23	: ?	ROOST	?.		
27	: ?	POWDER SNOW	?.		
31	: ?	ROAR	?.		
34	: ?	BLIZZARD	?.		
40	: ?	SNARL	?.		}.}.
Name		Rocling	: {	312	:{
1	: ?	LEER	?.		
1	: ?	GROWL	?.		
1	: ?	PECK	?.		
5	: ?	GUST	?.		
9	: ?	UPROAR	?.		
13	: ?	WING ATTACK	?.		
18	: ?	ROOST	?.		
23	: ?	TAKE DOWN	?.		
27	: ?	ROAR	?.		
31	: ?	DRAGON DANCE	?.		
34	: ?	DOUBLE EDGE	?.		
40	: ?	HAPPY HOUR	?.		}.}.
Name		Roc	: {	313	:{
1	: ?	LEER	?.		
1	: ?	GROWL	?.		
1	: ?	PECK	?.		
5	: ?	GUST	?.		
9	: ?	UPROAR	?.		
13	: ?	WING ATTACK	?.		
18	: ?	ROOST	?.		
23	: ?	TAKE DOWN	?.		
27	: ?	ROAR	?.		
31	: ?	DRAGON DANCE	?.		
34	: ?	DOUBLE EDGE	?.		
40	: ?	HAPPY HOUR	?.		
44	: ?	DRAGON RUSH	?.		
50	: ?	BRUTAL SWING	?.		
53	: ?	AIR SLASH	?.		
47	: ?	DRAGON ASCENT	?.		}.}.
Name		Foal	: {	314	:{
1	: ?	TACKLE	?.		
5	: ?	LEER	?.		
7	: ?	AROMATHERAPY	?.		
11	: ?	DISARMING VOICE	?.		
13	: ?	HEAL BELL	?.		
17	: ?	HORN ATTACK	?.		
19	: ?	PSYBEAM	?.		
23	: ?	DAZZLING GLEAM	?.		
25	: ?	RECOVER	?.		
29	: ?	TAKE DOWN	?.		
31	: ?	PSYCHIC	?.		
35	: ?	HEAL PULSE	?.		
37	: ?	LIGHT SCREEN	?.		
41	: ?	MOONBLAST	?.		
43	: ?	MEGAHORN	?.		}.}.
Name		Unicorn	: {	315	:{
1	: ?	FLORAL HEALING	?.		
1	: ?	TACKLE	?.		
5	: ?	LEER	?.		
7	: ?	AROMATHERAPY	?.		
11	: ?	DISARMING VOICE	?.		
13	: ?	HEAL BELL	?.		
17	: ?	HORN ATTACK	?.		
19	: ?	PSYBEAM	?.		
24	: ?	DAZZLING GLEAM	?.		
27	: ?	RECOVER	?.		
32	: ?	TAKE DOWN	?.		
35	: ?	PSYCHIC	?.		
40	: ?	HEAL PULSE	?.		
43	: ?	LIGHT SCREEN	?.		
48	: ?	MOONBLAST	?.		
51	: ?	MEGAHORN	?.		}.}.
Name		Stallion	: {	316	:{
1	: ?	FLORAL HEALING	?.		
1	: ?	TACKLE	?.		
5	: ?	LEER	?.		
7	: ?	AROMATHERAPY	?.		
11	: ?	DISARMING VOICE	?.		
13	: ?	HEAL BELL	?.		
17	: ?	HORN ATTACK	?.		
23	: ?	PSYBEAM	?.		
27	: ?	DAZZLING GLEAM	?.		
30	: ?	RECOVER	?.		
34	: ?	TAKE DOWN	?.		
37	: ?	PSYCHIC	?.		
43	: ?	HEAL PULSE	?.		
46	: ?	LIGHT SCREEN	?.		
50	: ?	MOONBLAST	?.		
53	: ?	MEGAHORN	?.		}.}.
Name		Pawya	: {	317	:{
1	: ?	POUND	?.		
1	: ?	ROTOTILLER	?.		
5	: ?	WORK UP	?.		
9	: ?	BULLET SEED	?.		
13	: ?	LEECH SEED	?.		
18	: ?	DIG	?.		
23	: ?	FURY SWIPES	?.		
28	: ?	ODOR SLEUTH	?.		
33	: ?	WORRY SEED	?.		
38	: ?	SEED BOMB	?.		
43	: ?	TAKE DOWN	?.		
48	: ?	CHARM	?.		
53	: ?	PETAL BLIZZARD	?.		
56	: ?	HYPER VOICE	?.		}.}.
Name		Grenwall	: {	318	:{
1	: ?	SCRATCH	?.		
1	: ?	POISON STING	?.		
5	: ?	WORK UP	?.		
9	: ?	VENOSHOCK	?.		
13	: ?	PIN MISSILE	?.		
18	: ?	SPIKY SHIELD	?.		
23	: ?	FURY SWIPES	?.		
28	: ?	BUG BITE	?.		
33	: ?	TOXIC SPIKES	?.		
38	: ?	POISON JAB	?.		
43	: ?	TAKE DOWN	?.		
48	: ?	NEEDLE ARM	?.		
53	: ?	BANEFUL BUNKER	?.		
56	: ?	SPIKE CANNON	?.		}.}.
Name		Bear_Cub	: {	319	:{
1	: ?	SCRATCH	?.		
5	: ?	GROWL	?.		
9	: ?	YAWN	?.		
11	: ?	FURY SWIPES	?.		
13	: ?	CHARM	?.		
17	: ?	ROAR	?.		
21	: ?	REVENGE	?.		
25	: ?	CRUNCH	?.		
29	: ?	REST	?.		
33	: ?	SLASH	?.		
37	: ?	FINAL GAMBIT	?.		
41	: ?	CLOSE COMBAT	?.		
45	: ?	THRASH	?.		}.}.
Name		Bear	: {	320	:{
1	: ?	CLOSE COMBAT	?.		
1	: ?	SCRATCH	?.		
5	: ?	GROWL	?.		
9	: ?	YAWN	?.		
13	: ?	FURY SWIPES	?.		
18	: ?	BITE	?.		
23	: ?	ROAR	?.		
28	: ?	REVENGE	?.		
33	: ?	SLASH	?.		
38	: ?	REST	?.		
43	: ?	CRUNCH	?.		
48	: ?	FINAL GAMBIT	?.		
53	: ?	CLOSE COMBAT	?.		
56	: ?	THRASH	?.		}.}.
Name		Kendall	: {	321	:{
1	: ?	BRICK BREAK	?.		
1	: ?	CLOSE COMBAT	?.		
1	: ?	SCRATCH	?.		
5	: ?	GROWL	?.		
9	: ?	YAWN	?.		
13	: ?	FURY SWIPES	?.		
18	: ?	BITE	?.		
23	: ?	ROAR	?.		
28	: ?	REVENGE	?.		
35	: ?	SLASH	?.		
42	: ?	REST	?.		
49	: ?	CRUNCH	?.		
52	: ?	MEGA PUNCH	?.		
56	: ?	FINAL GAMBIT	?.		
63	: ?	CLOSE COMBAT	?.		
67	: ?	THRASH	?.		}.}.
Name		Polar_Bear	: {	322	:{
1	: ?	GLACIATE	?.		
1	: ?	SCRATCH	?.		
5	: ?	GROWL	?.		
9	: ?	YAWN	?.		
13	: ?	FURY SWIPES	?.		
18	: ?	BITE	?.		
23	: ?	ROAR	?.		
28	: ?	REVENGE	?.		
33	: ?	ICE FANG	?.		
38	: ?	SLASH	?.		
43	: ?	CRUNCH	?.		
48	: ?	FINAL GAMBIT	?.		
53	: ?	GLACIATE	?.		
56	: ?	THRASH	?.		}.}.
Name		Arctic_Bear	: {	323	:{
1	: ?	AURORA VEIL	?.		
1	: ?	GLACIATE	?.		
1	: ?	SCRATCH	?.		
5	: ?	GROWL	?.		
9	: ?	YAWN	?.		
13	: ?	FURY SWIPES	?.		
18	: ?	BITE	?.		
23	: ?	ROAR	?.		
28	: ?	REVENGE	?.		
35	: ?	ICE FANG	?.		
42	: ?	SLASH	?.		
49	: ?	CRUNCH	?.		
52	: ?	BLIZZARD	?.		
56	: ?	FINAL GAMBIT	?.		
63	: ?	GLACIATE	?.		
67	: ?	THRASH	?.		}.}.
Name		Graahk	: {	324	:{
1	: ?	HORN ATTACK	?.		
1	: ?	LEER	?.		
5	: ?	BULLET SEED	?.		
8	: ?	HEADBUTT	?.		
12	: ?	FURY ATTACK	?.		
15	: ?	PECK	?.		
19	: ?	TAKE DOWN	?.		
22	: ?	ROAR	?.		
26	: ?	DOUBLE EDGE	?.		
29	: ?	COUNTER	?.		
33	: ?	DRILL RUN	?.		
36	: ?	THRASH	?.		
40	: ?	WOOD HAMMER	?.		
43	: ?	PROTECT	?.		
47	: ?	MEGAHORN	?.		
50	: ?	CLOSE COMBAT	?.		}.}.
Name		Spirit_Graahk	: {	325	:{
1	: ?	HORN ATTACK	?.		
1	: ?	LEER	?.		
5	: ?	BULLET SEED	?.		
8	: ?	HEADBUTT	?.		
12	: ?	FURY ATTACK	?.		
15	: ?	PECK	?.		
19	: ?	TAKE DOWN	?.		
22	: ?	ROAR	?.		
26	: ?	ZEN HEADBUTT	?.		
29	: ?	COUNTER	?.		
34	: ?	DRILL RUN	?.		
38	: ?	PLAY ROUGH	?.		
40	: ?	WOOD HAMMER	?.		
43	: ?	TELEPORT	?.		
47	: ?	MEGAHORN	?.		
50	: ?	HEAD CHARGE	?.		}.}.
Name		Dust_Devil	: {	326	:{
1	: ?	TACKLE	?.		
1	: ?	LEER	?.		
7	: ?	SMOG	?.		
9	: ?	SMOKESCREEN	?.		
13	: ?	HAZE	?.		
19	: ?	CLEAR SMOG	?.		
21	: ?	POISON GAS	?.		
25	: ?	ASSURANCE	?.		
31	: ?	TAKE DOWN	?.		
33	: ?	SELF_DESTRUCT	?.		
37	: ?	BELCH	?.		
43	: ?	MEMENTO	?.		
47	: ?	DESTINY BOND	?.		}.}.
Name		Smoke_Devil	: {	327	:{
1	: ?	EMBER	?.		
1	: ?	LEER	?.		
7	: ?	SMOG	?.		
9	: ?	SMOKESCREEN	?.		
13	: ?	HAZE	?.		
20	: ?	CLEAR SMOG	?.		
23	: ?	POISON GAS	?.		
28	: ?	ASSURANCE	?.		
35	: ?	TAKE DOWN	?.		
38	: ?	SELF_DESTRUCT	?.		
43	: ?	BELCH	?.		
47	: ?	MEMENTO	?.		
50	: ?	DESTINY BOND	?.		
58	: ?	EXPLOSION	?.		}.}.
Name		Nuclear_Devil	: {	328	:{
1	: ?	FUSION BOLT	?.		
1	: ?	LEER	?.		
7	: ?	SMOG	?.		
9	: ?	SMOKESCREEN	?.		
13	: ?	HAZE	?.		
20	: ?	CLEAR SMOG	?.		
23	: ?	POISON GAS	?.		
28	: ?	ASSURANCE	?.		
35	: ?	TAKE DOWN	?.		
38	: ?	SELF_DESTRUCT	?.		
44	: ?	DISCHARGE	?.		
48	: ?	MEMENTO	?.		
52	: ?	VOLT TACKLE	?.		
59	: ?	DISCHARGE	?.		
60	: ?	EXPLOSION	?.		}.}.
Name		Choke_Devil	: {	329	:{
1	: ?	SPARK	?.		
1	: ?	LEER	?.		
7	: ?	SMOG	?.		
9	: ?	SMOKESCREEN	?.		
13	: ?	HAZE	?.		
20	: ?	CLEAR SMOG	?.		
23	: ?	POISON GAS	?.		
28	: ?	ASSURANCE	?.		
35	: ?	TAKE DOWN	?.		
38	: ?	SELF_DESTRUCT	?.		
43	: ?	BELCH	?.		
47	: ?	MEMENTO	?.		
