, , , , , , , BASE STATS, , , , , , , , EXTRA INFORMATION, , , , , , , , , , , , EFFORT VALUES, , , , , , , Unnecessary Information, , , , , 
558, Dobbin, GHOST, FAIRY, RUN_AWAY, SPEED_BOOST, , 280, 40, 20, 40, 20, 40, 120, , -, -, 56, medium fast, Genderless, 180, 100, 20, MINERAL, , 0, , , , , , , 2, , , Agility, 5120, OBJECT, Dobbin, CURSED_BODY
559, Marionette, GHOST, FIGHTING, OWN_TEMPO, LIMBER, , 505, 65, 100, 80, 70, 80, 110, , -, -, 150, medium fast, Genderless, 65, 70, 20, MINERAL, , 0, , , 2, , , , , , , Quest, 5120, OBJECT, Marionette, QUICK_FEET
560, DragonKite, DRAGON, FLYING, CLOUD_NINE, LIGHTNING_ROD, , 380, 50, 50, 50, 50, 50, 130, , -, -, 101, medium fast, Genderless, 255, 120, 20, MINERAL, , 0, , , , , , , 3, , , Firemaking, 5120, OBJECT, Dragonkite, UNBURDEN
561, Animour, GHOST, STEEL, STURDY, HEAVY_METAL, , 505, 65, 100, 125, 80, 80, 55, , -, -, 150, medium fast, Genderless, 45, 70, 20, MINERAL, , 0, , , , 2, , , , , , Divination, 5120, OBJECT, Animour, HEAVY_METAL
562, Dead_Tree, GRASS, GHOST, CURSED_BODY, REGENERATOR, , 348, 67, 80, 60, 85, 55, 1, , -, -, 101, fluctuating, Genderless, 150, 70, 20, GRASS, LIFE, 0, , 2, , , , , , , , Farming, 5120, OBJECT, Dead Tree, HARVEST
563, Jadinko, DRAGON, -, SPEED_BOOST, SPEED_BOOST, , 435, 70, 70, 75, 70, 70, 80, , -, -, 101, fluctuating, 50, 140, 120, 20, DRAGON, , 0, , 2, , , , , , , , Hunter, 5120, , Jadinko, REGENERATOR
564, Killerwatt, ELECTRIC, -, VOLT_ABSORB, LIGHTNING_ROD, , 500, 65, 85, 30, 130, 95, 95, , -, -, 145, medium fast, 50, 100, 50, 15, FLYING, , 0, , , , , 2, , , , , Invention, 3840, , Killerwatt, LEVITATE
565, Mackers, NORMAL, -, KEEN_EYE, EARLY_BIRD, , 252, 42, 42, 42, 42, 42, 42, , -, -, 70, medium slow, 50, 255, 70, 20, FLYING, , 0, , 2, , , , , , , , Constitution, 5120, BIRD, Mackers, THICK_FAT
566, Turkey_Female_Form, NORMAL, FLYING, THICK_FAT, BIG_PECKS, , 495, 150, 69, 69, 69, 69, 69, , -, -, 248, medium slow, 50, 45, 70, 20, FLYING, , 0, , 3, , , , , , , , Constitution, 5120, BIRD, Turkey, GLUTTONY
567, Turkey_Male_Form, NORMAL, FLYING, THICK_FAT, EARLY_BIRD, , 495, 150, 69, 69, 69, 69, 69, , -, -, 248, medium slow, 50, 45, 70, 20, FLYING, , 0, , 3, , , , , , , , Constitution, 5120, BIRD, Turkey, SOUNDPROOF
568, Turkey_Protestor_Form, NORMAL, FLYING, THICK_FAT, SOUNDPROOF, , 495, 150, 69, 69, 69, 69, 69, , -, -, 248, medium slow, 50, 45, 70, 20, FLYING, , 0, , 3, , , , , , , , Constitution, 5120, BIRD, Turkey, GLUTTONY
569, Toucan_Tenacious_Male_Form, FAIRY, FLYING, BIG_PECKS, BIG_PECKS, , 260, 50, 40, 50, 35, 50, 35, , -, -, 57, medium fast, 50, 200, 70, 15, FLYING, , 0, , , , , , , 1, , , Fletching, 3840, BIRD, Toucan, DANCER
570, Toucan_Tenacious_Female_Form, FAIRY, FLYING, BIG_PECKS, BIG_PECKS, , 260, 50, 35, 50, 35, 55, 35, , -, -, 57, medium fast, 50, 75, 70, 15, FLYING, , 0, , , , , , , 1, , , Fletching, 3840, BIRD, Toucan, TANGLED_FEET
571, Toucan_Tuai_Leit_Form, FAIRY, FLYING, BIG_PECKS, BIG_PECKS, , 500, 95, 95, 65, 85, 100, 60, , -, -, 128, medium fast, 50, 75, 70, 15, FLYING, , 0, , , , , , , 2, , , Fletching, 3840, BIRD, Toucan, DANCER
572, Jellyfish_Blubber_Form, WATER, ELECTRIC, STATIC, POISON_HEAL, , 255, 100, 25, 15, 20, 85, 10, , -, -, 61, fast, 50, 200, 50, 20, AMORPHOUS, WATER_3, 0, , 2, , , , , , , , Fishing, 5120, FISH, Jellyfish, POISON_HEAL
573, Jellyfish, WATER, ELECTRIC, STATIC, POISON_HEAL, , 500, 200, 50, 20, 110, 100, 20, , -, -, 140, fast, 50, 45, 50, 20, AMORPHOUS, WATER_3, 0, , 3, , , , , , , , Fishing, 5120, FISH, Jellyfish, POISON_HEAL
574, Pure, PSYCHIC, -, LEVITATE, LEVITATE, , 275, 20, 5, 15, 95, 70, 70, , -, -, 67, medium fast, 50, 200, 20, 15, MINERAL, , 0, , , , , 2, , , , , Runecraft, 3840, , Essence, MAGIC_GUARD
575, Rune, PSYCHIC, -, LEVITATE, LEVITATE, , 368, 25, 20, 20, 125, 100, 78, , -, -, 99, medium fast, 50, 115, 20, 15, MINERAL, , 0, , , , , 3, , , , , Runecraft, 3840, , Essence, MAGIC_GUARD
576, Essence, PSYCHIC, ELECTRIC, LEVITATE, LEVITATE, , 509, 50, 60, 23, 155, 120, 101, , -, -, 134, medium fast, 50, 65, 20, 15, MINERAL, , 0, , , , , 4, , , , , Runecraft, 3840, , Essence, MAGIC_GUARD
577, Seagull_Normal_Form, ICE, FLYING, EARLY_BIRD, KEEN_EYE, , 300, 50, 50, 50, 50, 50, 50, , -, -, 52, fast, 50, 255, 70, 15, FLYING, , 0, , 1, , , , , , , , Sailing, 3840, BIRD, Seagull, RAIN_DISH
578, Pelican, ICE, FLYING, EARLY_BIRD, KEEN_EYE, , 475, 84, 50, 68, 100, 80, 93, , -, -, 89, fast, 50, 85, 70, 15, FLYING, , 0, , , , , , , 2, , , Sailing, 3840, BIRD, Pelican, RAIN_DISH
579, Albatross, WATER, FLYING, SWIFT_SWIM, GALE_WINGS, , 485, 75, 60, 75, 90, 75, 110, , -, -, 120, fast, 50, 85, 70, 15, FLYING, , 0, , , , , , 2, , , , Fishing, 3840, BIRD, Albatross, GALE_WINGS
580, Seagull_Hattenkrapper_Form, STEEL, FLYING, STICKY_HOLD, STEELWORKER, , 485, 80, 129, 75, 70, 65, 66, , -, -, 120, fast, 50, 85, 70, 15, FLYING, , 0, , , 2, , , , , , , Quest, 3840, BIRD, Seagull, STEELWORKER
581, Seagull_Koppenploppen_Form, POISON, FLYING, MERCILESS, AERILATE, , 485, 75, 119, 75, 80, 55, 81, , -, -, 120, fast, 50, 85, 70, 15, FLYING, , 0, , , , 2, , , , , , Quest, 3840, BIRD, Seagull, MERCILESS
582, Seagull_Steven_Form, ICE, FIGHTING, HUSTLE, REFRIGERATE, , 495, 95, 95, 75, 70, 75, 85, , -, -, 120, fast, 50, 85, 70, 15, FLYING, , 0, , 2, , , , , , , , Sailing, 3840, BIRD, Seagull, HUSTLE
583, Ibis, WATER, FLYING, BIG_PECKS, SHEER_FORCE, , 485, 75, 70, 65, 95, 105, 75, , -, -, 120, fast, 50, 85, 70, 15, FLYING, , 0, , , , , 2, , , , , Summoning, 3840, BIRD, Ibis, SHEER_FORCE
584, DesertWyrm, DRAGON, -, MARVEL_SCALE, LIGHTNING_ROD, , 310, 45, 60, 50, 55, 30, 70, , -, -, 93, medium slow, 50, 180, 0, 20, DRAGON, , 0, , , , , 1, , , , , Summoning, 5120, , DesertWyrm, LIGHTNING_ROD
585, Wyrm, DRAGON, ELECTRIC, MARVEL_SCALE, LIGHTNING_ROD, , 508, 87, 86, 75, 115, 45, 100, , -, -, 151, medium slow, 50, 65, 0, 20, DRAGON, , 0, , , , , 2, , , , , Attack, 5120, , Wyrm, LIGHTNING_ROD
586, Snake_Normal_Form, POISON, -, SHED_SKIN, CORROSION, , 300, 55, 55, 50, 55, 30, 55, , -, -, 80, fast, 50, 255, 200, 15, DRAGON, , 0, , , 1, , , , , , , Crafting, 3840, SNAKE, Snake, MERCILESS
587, Cobra_Normal_Form, POISON, -, SHED_SKIN, CORROSION, , 425, 65, 95, 80, 60, 35, 90, , -, -, 99, fast, 50, 255, 200, 15, DRAGON, , 0, , , 2, , , , , , , Crafting, 3840, SNAKE, Cobra, MERCILESS
588, Cobra_Spirit_Form, POISON, FAIRY, SHED_SKIN, CORROSION, , 505, 85, 105, 75, 90, 50, 100, , -, -, 161, fast, 50, 255, 200, 15, DRAGON, , 0, , , 2, , , , , , , Summoning, 3840, SNAKE, Cobra, MERCILESS
589, Juna, POISON, GRASS, GRASSY_SURGE, SERENE_GRACE, , 600, 120, 100, 125, 90, 130, 35, , -, -, 254, fast, 100, 255, 200, 15, DRAGON, , 0, , , 3, , , , , , , Quest, 3840, SNAKE, Juna, GRASSY_SURGE
590, Snake_Sea_Form, POISON, WATER, SHED_SKIN, MERCILESS, , 425, 65, 95, 80, 60, 35, 90, , -, -, 89, fast, 50, 255, 200, 15, DRAGON, , 0, , , 2, , , , , , , Quest, 3840, SNAKE, Sea Snake, MERCILESS
591, Big_Snake_Sea_Form, POISON, WATER, SHED_SKIN, MERCILESS, , 505, 105, 115, 85, 110, 60, 30, , -, -, 150, fast, 50, 255, 200, 15, DRAGON, , 0, , , 2, , , , , , , Quest, 3840, SNAKE, Sea Snake, MERCILESS
592, Thingumwut, FAIRY, -, PRESSURE, PRESSURE, , 1530, 255, 255, 255, 255, 255, 255, , -, -, 255, ERRATIC, Genderless, 255, 200, 15, DITTO, , 0, , 5, , , , , , , , Magic, 3840, , Thingumwut, 
593, Experiment_3_Form, NORMAL, -, FLUFFY, STRONG_JAW, , 500, 80, 120, 80, 75, 60, 85, , -, -, 161, medium slow, 50, 45, 70, 20, FIELD, , 0, , , , , , , , , , Invention, 5120, EXPERIMENT, Experiment, STRONG_JAW
594, Cabbage, GRASS, -, CHLOROPHYLL, GRASSY_SURGE, , 240, 40, 40, 40, 40, 40, 40, , -, -, 51, ERRATIC, Genderless, 200, 80, 15, DITTO, , 0, , 2, , , , , , , , Farming, 3840, CABBAGE, Cabbage, 
595, Ughtanki, GROUND, -, SAND_VEIL, LONG_REACH, , 250, 70, 30, 50, 35, 30, 35, , -, -, 52, fast, 50, 200, 70, 15, FIELD, , 0, , 1, , , , , , , , Agility, 5120, CAMEL, Ughtanki, 
596, Camel, GROUND, -, SAND_VEIL, LONG_REACH, , 400, 90, 55, 70, 60, 75, 50, , -, -, 87, fast, 50, 85, 70, 15, FIELD, , 0, , 2, , , , , , , , Agility, 5120, CAMEL, Camel, 
597, Camel_Warrior_Form, GROUND, PSYCHIC, ILLUSION, LONG_REACH, , 530, 95, 80, 85, 105, 90, 75, , -, -, 146, fast, 50, 85, 70, 15, FIELD, , 0, , 2, , , 1, , , , , Slayer, 5120, CAMEL, Camel, 
598, BalanceEle, NORMAL, -, PROTEAN, PROTEAN, , 630, 105, 105, 105, 105, 105, 105, , -, -, 222, slow, Genderless, 3, 30, 20, UNDISCOVERED, , 0, , 1, 1, 1, 1, 1, 1, , , Quest, 5120, , Elemental, 
599, Kalphite_Larva_Form, BUG, -, RATTLED, RATTLED, , 140, 15, 20, 30, 15, 30, 30, , -, -, 32, fast, 12.5, 230, 30, 20, BUG, , 0, , , , , , , , , , Mining, 5120, , Kalphite, 
600, Kalphite_Worker_Form, BUG, -, SWARM, POISON_POINT, , 265, 25, 55, 60, 15, 50, 60, , -, -, 60, fast, 12.5, 200, 30, 20, BUG, , 0, , , 1, , , , , , , Mining, 5120, KALPHITE, Kalphite, ANGER_POINT
601, Kalphite_Soldier_Form, BUG, -, SWARM, POISON_POINT, , 365, 55, 75, 70, 35, 55, 75, , -, -, 89, fast, 12.5, 150, 30, 20, BUG, , 0, , , 2, , , , , , , Mining, 5120, KALPHITE, Kalphite, ANGER_POINT
602, Kalphite_Spirit_Form, BUG, FAIRY, TINTED_LENS, POISON_POINT, , 495, 90, 70, 65, 95, 100, 75, , -, -, 124, fast, 12.5, 150, 30, 20, BUG, , 0, , , , , 2, , , , , Summoning, 5120, , Kalphite, 
603, Kalphite_Guardian_Form, BUG, POISON, SWARM, POISON_POINT, , 495, 100, 95, 90, 65, 70, 75, , -, -, 124, fast, 12.5, 90, 30, 20, BUG, , 0, , , 2, , , , , , , Defence, 5120, KALPHITE, Kalphite, ANGER_POINT
604, Kalphite_Queen_Form, BUG, POISON, PRESSURE, QUEENLY_MAJESTY, , 610, 95, 120, 105, 100, 105, 85, , -, -, 238, slow, 100, 3, 30, 20, BUG, , 0, , , 3, , , , , , , Magic, 5120, KALPHITE, K.Q, UNNERVE_
605, Kalphite_Queen_Mega_Form, BUG, FLYING, AERILATE, AERILATE, , 710, 95, 140, 90, 120, 125, 140, , -, -, 238, fast, 12.5, 3, 30, 20, BUG, , 0, , , 2, , , , , , , Prayer, 5120, , K.Q, 
606, Kalphite_Paragon_Form, BUG, -, BEAST_BOOST, SWARM, , 365, 55, 70, 75, 55, 35, 75, , -, -, 135, fast, 12.5, 150, 30, 20, BUG, , 0, , , 2, , , , , , , Slayer, 5120, , Kalphite, 
607, Kalphite_Corrupted_Form, DARK, POISON, BEAST_BOOST, CURSED_BODY, , 495, 80, 110, 100, 75, 65, 65, , -, -, 135, fast, 12.5, 150, 30, 20, BUG, , 0, , , 2, , , , , , , Slayer, 5120, , Kalphite, 
608, Kalphite_Marauder_Form, BUG, ELECTRIC, BEAST_BOOST, SWARM, , 495, 100, 90, 95, 90, 45, 75, , -, -, 135, fast, 12.5, 150, 30, 20, BUG, , 0, , , 2, , , , , , , Slayer, 5120, , Kalphite, 
609, Kalphite_King_Form, BUG, PSYCHIC, PRESSURE, OWN_TEMPO, , 610, 95, 100, 105, 120, 105, 85, , -, -, 238, slow, 0, 3, 30, 20, BUG, , 0, , , 3, , , , , , , Attack, 5120, KALPHITE, K.K, UNNERVE
610, Kalphite_Dung_Form, BUG, -, SPEED_BOOST, STENCH, , 250, 15, 20, 20, 15, 40, 140, , -, -, 52, fast, 12.5, 150, 30, 20, BUG, , 0, , , 2, , , , , , , Hunter, 5120, , Kalphite, 
611, Kalphite_Reanimated_Form, BUG, GHOST, CURSED_BODY, CLEAR_BODY, , 495, 75, 85, 60, 100, 75, 100, , -, -, 125, fast, 12.5, 150, 30, 20, BUG, , 0, , , 2, , , , , , , Prayer, 5120, , Kalphite, 
612, Abyssal_Demon_Reanimated_Form, PSYCHIC, GHOST, CURSED_BODY, ABYSSAL, , 538, 97, 97, 83, 83, 111, 67, , -, -, 145, medium slow, 50, 45, 70, 15, BUG, AMORPHOUS, 0, , , 1, , , 2, , , , Prayer, 3840, ABYSS, AbyssDemon, 
613, Bat_Gauntlet_Corrupted_Form, ROCK, FLYING, SOUNDPROOF, SHELL_ARMOR, , 500, 70, 100, 109, 70, 81, 70, , -, -, 145, medium fast, 50, 45, 70, 20, FIELD, , 0, , , , 2, , , , , , Crafting, 5120, BAT, Giant Bat, 
614, Bat_Gauntlet_Crystalline_Form, ICE, FLYING, SOUNDPROOF, ICE_BODY, , 500, 81, 70, 70, 100, 109, 70, , -, -, 145, medium fast, 50, 45, 70, 20, FIELD, , 0, , , , , , 2, , , , Crafting, 5120, BAT, Giant Bat, 
615, Bloodveld_Reanimated_Form, BUG, GHOST, CURSED_BODY, HAEMANCY, , 535, 119, 89, 46, 90, 111, 80, , -, -, 145, slow, 50, 75, 0, 20, MONSTER, , 0, , , , , , 2, , , , Prayer, 5120, SLAYER, Bloodveld, 
616, Dark_Beast_Gauntlet_Corrupted_Form, DARK, ROCK, DARK_AURA, SHELL_ARMOR, , 545, 100, 70, 120, 85, 100, 70, , -, -, 145, slow, 50, 20, 0, 20, MONSTER, FIELD, 0, , 1, , 1, , 1, , , , Dungeoneering, 5120, DARK BEAST, Dark Beast, 
617, Dark_Beast_Gauntlet_Crystalline_Form, DARK, ICE, DARK_AURA, CLEAR_BODY, , 545, 100, 85, 100, 70, 120, 70, , -, -, 145, slow, 50, 20, 0, 20, MONSTER, FIELD, 0, , 1, , 1, , 1, , , , Dungeoneering, 5120, DARK BEAST, Dark Beast, 
618, Dark_Beast_Pup_Form, DARK, -, DARK_AURA, DARK_AURA, , 405, 80, 80, 55, 80, 55, 55, , -, -, 101, slow, 50, 45, 0, 20, MONSTER, FIELD, 0, , 1, 1, , , , , , , Slayer, 5120, DARK BEAST, Dark Beast, 
619, Dark_Beast_Normal_Form, DARK, -, DARK_AURA, DARK_AURA, , 545, 100, 110, 80, 110, 80, 65, , -, -, 145, slow, 50, 20, 0, 20, MONSTER, FIELD, 0, , 1, 1, , 1, , , , , Slayer, 5120, DARK BEAST, Dark Beast, 
620, Dark_Beast_Sotetseg_Form, DARK, -, DARK_AURA, DARK_AURA, , 570, 100, 130, 70, 130, 70, 70, , -, -, 145, slow, 50, 20, 0, 20, MONSTER, FIELD, 0, , 1, 2, , 2, , , , , Attack, 5120, DARK BEAST, Sotetseg, 
621, Experiment_4_Form, NORMAL, -, WIMP_OUT, WIMP_OUT, , 510, 70, 100, 70, 75, 85, 110, , -, -, 145, medium slow, 50, 45, 70, 15, FIELD, , 0, , , , , , , 2, , , Invention, 3840, DOG, Experiment, 
622, Experiment_5_Form, NORMAL, BUG, INTIMIDATE, INTIMIDATE, , 500, 80, 90, 90, 90, 90, 60, , -, -, 150, medium fast, 50, 120, 70, 15, BUG, , 0, , 1, 1, , , , , , , Invention, 3840, , Experiment, 
623, Ganodermic_Beast, GRASS, POISON, EFFECT_SPORE, THICK_FAT, , 505, 120, 70, 110, 70, 115, 20, , -, -, 130, fluctuating, 50, 90, 70, 20, GRASS, , 0, , 3, 2, , , , , , , Slayer, 5120, SLAYER, Gano Beast, 
624, Grifolapine, GRASS, POISON, EFFECT_SPORE, EFFECT_SPORE, , 375, 70, 65, 70, 50, 50, 70, , -, -, 100, fluctuating, 50, 180, 70, 20, GRASS, , 0, , , 1, , , , , , , Herblore, 5120, SLAYER, Grifolapne, 
625, Grifolaroo, GRASS, POISON, EFFECT_SPORE, LEAF_GUARD, , 505, 80, 75, 100, 70, 80, 100, , -, -, 138, fluctuating, 50, 90, 70, 20, GRASS, , 0, , , 2, , , , , , , Slayer, 5120, SLAYER, Grifolaroo, 
626, Sporaxe, STEEL, GRASS, EFFECT_SPORE, NO_GUARD, , 505, 70, 125, 80, 95, 70, 65, , -, -, 138, medium fast, Genderless, 110, 70, 20, MINERAL, , 0, , , 1, 1, , , , , , Slayer, 5120, OBJECT, Sporaxe, 
627, Headless_Beast, FIGHTING, GHOST, OBLIVIOUS, CURSED_BODY, , 525, 95, 67, 83, 85, 100, 95, , -, -, 138, medium slow, 50, 45, 0, 20, FIELD, , 0, , , , , , 2, , , , Quest, 5120, BEAR, Bear, 
628, Behemoth_Normal_Form, STEEL, -, STAMINA, STAMINA, , 255, 70, 30, 85, 30, 30, 10, , -, -, 57, medium slow, 50, 180, 70, 20, MONSTER, MINERAL, 0, , , , , , , , , , Dungeoneering, 5120, BEHEMOTH, Behemoth, 
629, Behemoth_Adolscent_Form, STEEL, -, STAMINA, STAMINA, , 367, 100, 50, 100, 50, 50, 17, , -, -, 87, medium slow, 50, 90, 70, 20, MONSTER, MINERAL, 0, , , , , , , , , , Dungeoneering, 5120, BEHEMOTH, Behemoth, 
630, Siege_Beast, STEEL, FIRE, STAMINA, FLASH_FIRE, , 535, 120, 90, 120, 90, 90, 25, , -, -, 140, medium slow, 50, 90, 70, 20, MONSTER, MINERAL, 0, , , , , , , , , , Dungeoneering, 5120, BEHEMOTH, Behemoth, 
631, Bulwark_Beast, STEEL, ROCK, STAMINA, SOLID_ROCK, , 535, 110, 90, 200, 60, 55, 20, , -, -, 140, medium slow, 50, 90, 70, 20, MONSTER, MINERAL, 0, , , , , , , , , , Dungeoneering, 5120, BEHEMOTH, Behemoth, 
632, Behemoth_Gluttonous_Form, STEEL, -, STAMINA, STAMINA, , 535, 140, 110, 100, 90, 60, 35, , -, -, 140, medium slow, 50, 90, 70, 20, MONSTER, MINERAL, 0, , , , , , , , , , Dungeoneering, 5120, BEHEMOTH, Behemoth, 
633, Behemoth_Runebound_Form, STEEL, PSYCHIC, STAMINA, MAGIC_GUARD, , 535, 120, 90, 90, 90, 120, 25, , -, -, 140, medium slow, 50, 90, 70, 20, MONSTER, MINERAL, 0, , , , , , , , , , Dungeoneering, 5120, BEHEMOTH, Behemoth, 
634, Stomp, STEEL, GROUND, STAMINA, STAMINA, , 535, 130, 130, 90, 110, 70, 5, , -, -, 140, medium slow, 50, 90, 70, 20, MONSTER, MINERAL, 0, , , , , , , , , , Dungeoneering, 5120, BEHEMOTH, Stomp, 
635, Hope_Devourer, STEEL, ELECTRIC, STAMINA, STATIC, , 535, 100, 100, 70, 100, 95, 70, , -, -, 140, medium slow, 50, 90, 70, 20, MONSTER, MINERAL, 0, , , , , , , , , , Dungeoneering, 5120, BEHEMOTH, Behemoth, 
636, Karamthulu_Overlord, WATER, PSYCHIC, SYNCHRONIZE, RAIN_DISH, , 560, 95, 90, 50, 150, 85, 90, , -, -, 140, fast, 50, 85, 50, 15, WATER_3, , 0, , , , , 2, 1, , , , Fishing, 3840, FISH, Karamthulu, 
637, Light_Creature, ELECTRIC, -, LEVITATE, , , 385, 35, 50, 30, 80, 95, 95, , -, -, 89, medium fast, 50, 75, 50, 15, FLYING, , 0, , , , , 2, , , , , Invention, 3840, , Light, 
638, Minotaur_Reanimated_Form, GROUND, GHOST, CURSED_BODY, CLEAR_BODY, , 490, 60, 120, 70, 80, 80, 80, , -, -, 109, medium slow, 0, 120, 70, 15, FIELD, , 0, , , 2, 1, , , , , , Prayer, 3840, , Minotaur, 
639, Monkey_Reanimated_Form, FIGHTING, GHOST, CURSED_BODY, CLEAR_BODY, , 505, 65, 85, 60, 105, 60, 130, , -, -, 140, medium fast, 50, 65, 70, 15, HUMAN_LIKE, , 0, , , , , , , 2, , , Prayer, 3840, MONKEY, Monkey, 
640, Rat_Gauntlet_Corrupted_Form, DARK, ROCK, RUN_AWAY, SHELL_ARMOR, , 440, 60, 70, 90, 70, 90, 60, , -, -, 140, medium fast, 50, 90, 70, 15, FIELD, LIFE, 0, , , , 2, , , , , , Crafting, 3840, RAT, Giant Rat, 
641, Rat_Gauntlet_Crystalline_Form, DARK, ICE, RUN_AWAY, CLEAR_BODY, , 440, 70, 60, 80, 60, 110, 60, , -, -, 140, medium fast, 50, 90, 70, 15, FIELD, LIFE, 0, , , , 1, , 1, , , , Prayer, 3840, RAT, Giant Rat, 
642, Rat_Fungal_Form, DARK, GRASS, RUN_AWAY, EFFECT_SPORE, , 440, 70, 75, 90, 70, 75, 60, , -, -, 140, medium fast, 50, 90, 70, 15, FIELD, LIFE, 0, , 1, 1, , , , , , , Slayer, 3840, RAT, Fungal Rat, 
643, Sparky, NORMAL, -, LONG_REACH, SKILL_LINK, , 515, 85, 125, 65, 90, 65, 85, , -, -, 140, Fast, 75, 180, 70, 10, FAIRY, , 0, , , 2, , , , , , , Ranged, 2560, HUNTER, Sparky, 
644, Spider_Corpse_Form, BUG, NORMAL, GOOSEBUMPS, COMPOUND_EYES, , 500, 120, 90, 80, 80, 85, 45, , -, -, 140, medium fast, 50, 120, 70, 15, BUG, , 0, , 2, , , , , , , , Quest, 3840, SPIDER, Spider, 
645, Spider_Fever_Form, BUG, -, GOOSEBUMPS, COMPOUND_EYES, , 355, 65, 80, 45, 55, 45, 65, , -, -, 69, medium fast, 50, 120, 70, 15, BUG, , 0, , , 2, , , , , , , Slayer, 3840, SPIDER, Spider, 
646, Spider_Lava_Form, BUG, FIRE, FLAME_BODY, COMPOUND_EYES, , 500, 80, 85, 65, 95, 80, 95, , -, -, 150, medium fast, 50, 120, 70, 15, BUG, , 0, , , , , 2, , , , , Dungeoneering, 3840, SPIDER, Spider, 
647, Spider_Shadow_Form, BUG, GHOST, GOOSEBUMPS, COMPOUND_EYES, , 500, 60, 90, 50, 90, 90, 120, , -, -, 150, medium fast, 50, 120, 70, 15, BUG, , 0, , , , , , , 2, , , Prayer, 3840, SPIDER, Spider, 
648, Stalker, PSYCHIC, -, LEVITATE, SEEKER, , 355, 45, 35, 35, 110, 100, 30, , -, -, 110, medium fast, 50, 75, 70, 10, AMORPHOUS, , 0, , , , , 1, , , , , Dungeoneering, 2560, , Seeker, 
649, Soulseeker, PSYCHIC, -, LEVITATE, SEEKER, , 404, 65, 54, 40, 110, 100, 35, , -, -, 110, medium fast, 50, 75, 70, 10, AMORPHOUS, , 0, , , , , 1, 1, , , , Dungeoneering, 2560, , Seeker, 
650, Stalker_Sentinel_Form, PSYCHIC, -, LEVITATE, SEEKER, , 404, 60, 59, 40, 110, 100, 35, , -, -, 110, medium fast, 50, 75, 70, 10, AMORPHOUS, , 0, , , , , 1, 1, , , , Dungeoneering, 2560, , Seeker, 
651, Night_Gazer, PSYCHIC, DARK, LEVITATE, SEEKER, , 520, 110, 40, 40, 110, 130, 90, , -, -, 124, medium fast, 50, 75, 70, 10, AMORPHOUS, , 0, , , , , , 3, , , , Dungeoneering, 2560, , Seeker, 
652, Plane_Freezer, PSYCHIC, ICE, LEVITATE, SEEKER, , 520, 90, 50, 85, 125, 100, 70, , -, -, 124, medium fast, 50, 75, 70, 10, AMORPHOUS, , 0, , , , , 2, , 1, , , Dungeoneering, 2560, , Seeker, 
653, World_Gorger, PSYCHIC, ELECTRIC, LEVITATE, SEEKER, , 520, 80, 60, 90, 150, 90, 50, , -, -, 124, medium fast, 50, 75, 70, 10, AMORPHOUS, , 0, , , , , 3, , , , , Dungeoneering, 2560, , Seeker, 
654, Flesh_Monger, PSYCHIC, POISON, LEVITATE, SEEKER, , 520, 90, 80, 95, 115, 80, 60, , -, -, 124, medium fast, 50, 75, 70, 10, AMORPHOUS, , 0, , , , 1, 2, , , , , Dungeoneering, 2560, , Seeker, 
655, Shadow_Forger, PSYCHIC, GHOST, LEVITATE, SEEKER, , 520, 100, 70, 100, 125, 120, 5, , -, -, 124, medium fast, 50, 75, 70, 10, AMORPHOUS, , 0, , , , 1, 2, , , , , Dungeoneering, 2560, , Seeker, 
656, Veil_Ripper, PSYCHIC, FIRE, LEVITATE, SEEKER, , 520, 90, 60, 85, 125, 100, 60, , -, -, 124, medium fast, 50, 75, 70, 10, AMORPHOUS, , 0, , , 1, , 2, , , , , Dungeoneering, 2560, , Seeker, 
657, Unicorn_Gauntlet_Corrupted_Form, FAIRY, ROCK, IMMUNITY, SHELL_ARMOR, , 520, 70, 85, 115, 65, 95, 90, , -, -, 124, medium fast, 18.2, 75, 80, 15, FIELD, LIFE, 0, , , , 2, , 1, , , , Crafting, 3840, UNICORN, Unicorn, 
658, Unicorn_Gauntlet_Crystalline_Form, FAIRY, ICE, IMMUNITY, ICE_BODY, , 520, 70, 85, 95, 65, 115, 90, , -, -, 124, medium fast, 18.2, 75, 80, 15, FIELD, LIFE, 0, , , , 1, , 2, , , , Crafting, 3840, UNICORN, Unicorn, 
659, Wolf_Cave_Form, NORMAL, PSYCHIC, STRONG_JAW, HUNTER, , 510, 70, 75, 70, 110, 85, 100, , -, -, 124, medium slow, 50, 45, 70, 15, FIELD, , 0, , , , , 2, , , , , Quest, 3840, DOG, Wolf, 
660, Wolf_Dragon_Form, NORMAL, DRAGON, SHELL_ARMOR, HUNTER, , 510, 75, 80, 110, 75, 90, 80, , -, -, 124, medium slow, 50, 45, 70, 15, FIELD, , 0, , , , 2, , , , , , Dungeoneering, 3840, DOG, Wolf, 
661, Shadow_Hound, NORMAL, GHOST, CURSED_BODY, OWN_TEMPO, , 515, 75, 95, 80, 80, 110, 75, , -, -, 124, medium slow, 50, 45, 70, 20, FIELD, LIFE, 0, , , , , , 1, 1, , , Prayer, 5120, DOG, Wolf, 
